max_phase,molecule_chembl_id,pref_name
,CHEMBL4592081,
,CHEMBL4593220,
4.0,CHEMBL301265,PRAMIPEXOLE
,CHEMBL476108,
,CHEMBL1940408,
,CHEMBL1940412,
,CHEMBL1940413,
,CHEMBL1940414,
,CHEMBL1946124,
,CHEMBL1946126,
,CHEMBL1946253,
,CHEMBL2203406,
,CHEMBL2203551,
,CHEMBL3289383,
,CHEMBL3321788,
,CHEMBL3359239,
,CHEMBL4277264,
,CHEMBL4445781,
,CHEMBL4446568,
,CHEMBL4457581,
,CHEMBL4458579,
,CHEMBL4459921,
,CHEMBL4461869,
,CHEMBL4462108,
,CHEMBL4463587,
,CHEMBL4466483,
,CHEMBL4467840,
,CHEMBL4469217,
,CHEMBL4469848,
,CHEMBL4474014,
,CHEMBL4475785,
,CHEMBL4476021,
,CHEMBL4476784,
,CHEMBL4513571,
,CHEMBL4516724,
,CHEMBL4529943,
,CHEMBL4533305,
,CHEMBL4539118,
,CHEMBL4540551,
,CHEMBL4544989,
,CHEMBL4548328,
,CHEMBL4550537,
,CHEMBL4556093,
,CHEMBL4556150,
,CHEMBL4558031,
,CHEMBL4562667,
,CHEMBL4564028,
,CHEMBL4566049,
,CHEMBL4570411,
,CHEMBL4570746,
,CHEMBL4571380,
,CHEMBL4572614,
,CHEMBL4573441,
,CHEMBL4574793,
,CHEMBL4577233,
,CHEMBL4587515,
,CHEMBL4589939,
,CHEMBL4633982,
,CHEMBL4640394,
,CHEMBL4640844,
,CHEMBL4641016,
,CHEMBL4642215,
,CHEMBL4642292,
,CHEMBL4644243,
,CHEMBL4644981,
,CHEMBL4647020,
,CHEMBL4647090,
,CHEMBL4648233,
,CHEMBL4648914,
,CHEMBL4650532,
,CHEMBL4650581,
,CHEMBL4650618,
,CHEMBL4650650,
,CHEMBL4650740,
,CHEMBL4650766,
,CHEMBL4650771,
,CHEMBL4650859,
,CHEMBL4650863,
,CHEMBL4650872,
,CHEMBL4650892,
,CHEMBL4650902,
,CHEMBL4650915,
,CHEMBL4650930,
,CHEMBL4650964,
,CHEMBL4651019,
,CHEMBL4651060,
,CHEMBL4741494,
,CHEMBL4750243,
,CHEMBL4751130,
,CHEMBL4752386,
,CHEMBL4754130,
,CHEMBL4755342,
,CHEMBL4756310,
,CHEMBL4761093,
,CHEMBL4762816,
,CHEMBL4776743,
,CHEMBL4776924,
,CHEMBL4777859,
,CHEMBL4781352,
,CHEMBL4781814,
,CHEMBL4788650,
,CHEMBL4796930,
4.0,CHEMBL100116,PENTAZOCINE
,CHEMBL204232,NAPHTHYRIDINONE
3.0,CHEMBL596802,PRIDOPIDINE
2.0,CHEMBL1651534,REDAFAMDASTAT
,CHEMBL1800685,PPTN
,CHEMBL1971943,BAY-549
,CHEMBL3337895,T-26f
,CHEMBL3697701,A-079
,CHEMBL3701197,A-226
,CHEMBL4066040,A-1596584
,CHEMBL4093612,A-1596586
,CHEMBL4165749,BI 2545
3.0,CHEMBL4297224,BLARCAMESINE
2.0,CHEMBL4302089,T-817
,CHEMBL4445670,BAY-885
,CHEMBL4455582,BAY-693
,CHEMBL4513786,A-545
,CHEMBL4516982,BI 1935
,CHEMBL4526341,A-108
,CHEMBL4558518,GSI-NC
,CHEMBL4560589,MLi-2-NC
,CHEMBL4566600,PPTN-NC
,CHEMBL4741458,
,CHEMBL4745019,
,CHEMBL4748898,
,CHEMBL4749047,
,CHEMBL4751000,
,CHEMBL4752119,
,CHEMBL4753006,
,CHEMBL4754019,
,CHEMBL4754186,
,CHEMBL4754601,
,CHEMBL4755446,
,CHEMBL4757975,
,CHEMBL4759184,
,CHEMBL4759343,
,CHEMBL4760287,
,CHEMBL4760964,
,CHEMBL4761794,
,CHEMBL4762627,
,CHEMBL4764493,
,CHEMBL4765152,
,CHEMBL4765193,
,CHEMBL4776009,
,CHEMBL4776765,
,CHEMBL4776769,
,CHEMBL4777306,
,CHEMBL4778313,
,CHEMBL4778319,
,CHEMBL4778747,
,CHEMBL4778900,
,CHEMBL4778990,
,CHEMBL4779000,
,CHEMBL4779372,
,CHEMBL4780620,
,CHEMBL4780719,
,CHEMBL4780883,
,CHEMBL4781384,
,CHEMBL4781625,
,CHEMBL4781851,
,CHEMBL4782656,
,CHEMBL4783222,
,CHEMBL4785662,
,CHEMBL4786209,
,CHEMBL4786808,
,CHEMBL4787186,
,CHEMBL4789005,
,CHEMBL4789695,
,CHEMBL4790480,
,CHEMBL4790686,
,CHEMBL4792105,
,CHEMBL4792110,
,CHEMBL4793144,
,CHEMBL4794757,
,CHEMBL4794779,
,CHEMBL4795269,
,CHEMBL4795418,
,CHEMBL4795798,
,CHEMBL4796342,
,CHEMBL4796605,
,CHEMBL4796616,
,CHEMBL4797095,
,CHEMBL4798543,
,CHEMBL4798816,
,CHEMBL4799270,
,CHEMBL4799271,
,CHEMBL4799641,
,CHEMBL4799774,
,CHEMBL4799971,
,CHEMBL4800330,
,CHEMBL4800355,
,CHEMBL4802406,
,CHEMBL4848380,
,CHEMBL4848838,
,CHEMBL4850236,
,CHEMBL4851349,
,CHEMBL4864408,
,CHEMBL4867565,
,CHEMBL4872692,
,CHEMBL4875858,
,CHEMBL206132,
,CHEMBL3342332,A-1155463
,CHEMBL3919892,
,CHEMBL4458424,BAY-899
,CHEMBL4545807,BAY-070
,CHEMBL4564126,TP-008
,CHEMBL4584981,NVS-MALT1-C
,CHEMBL4592872,BAY-897
,CHEMBL4638406,BAY-3153
,CHEMBL4647642,BAY-173
,CHEMBL4798829,
,CHEMBL5070185,
,CHEMBL5070613,
,CHEMBL5072099,
,CHEMBL5073189,
,CHEMBL5074765,
,CHEMBL5074927,
,CHEMBL5075152,
,CHEMBL5075502,
,CHEMBL5075741,
,CHEMBL5076127,
,CHEMBL5076404,
,CHEMBL5076707,
,CHEMBL5077038,
,CHEMBL5077829,
,CHEMBL5078388,
,CHEMBL5078587,
,CHEMBL5079087,
,CHEMBL5079102,
,CHEMBL5079310,
,CHEMBL5079653,
,CHEMBL5079816,
,CHEMBL5080086,
,CHEMBL5080761,
,CHEMBL5081133,
,CHEMBL5081159,
,CHEMBL5081183,
,CHEMBL5081803,
,CHEMBL5082661,
,CHEMBL5083271,
,CHEMBL5083736,
,CHEMBL5084344,
,CHEMBL5084395,
,CHEMBL5084697,
,CHEMBL5085145,
,CHEMBL5085710,
,CHEMBL5085771,
,CHEMBL5086545,
,CHEMBL5086569,
,CHEMBL5086571,
,CHEMBL5087458,
,CHEMBL5087472,
,CHEMBL5089000,
,CHEMBL5089365,
,CHEMBL5089489,
,CHEMBL5089766,
,CHEMBL5090079,
,CHEMBL5090595,
,CHEMBL5090993,
,CHEMBL5091094,
,CHEMBL5091124,
,CHEMBL5092587,
,CHEMBL5093051,
,CHEMBL5093316,
,CHEMBL5093833,
,CHEMBL5094899,
,CHEMBL5094913,
,CHEMBL5170354,
,CHEMBL5170363,
,CHEMBL5173173,
,CHEMBL5173523,
,CHEMBL5173652,
,CHEMBL5173661,
,CHEMBL5175398,
,CHEMBL5176813,
,CHEMBL5177384,
,CHEMBL5178219,
,CHEMBL5181214,
,CHEMBL5182178,
,CHEMBL5182348,
,CHEMBL5183188,
,CHEMBL5183830,
,CHEMBL5185431,
,CHEMBL5186915,
,CHEMBL5188036,
,CHEMBL5189328,
,CHEMBL5190388,
,CHEMBL5190505,
,CHEMBL5191285,
,CHEMBL5192561,
,CHEMBL5193266,
,CHEMBL5193492,
,CHEMBL5195143,
,CHEMBL5195219,
,CHEMBL5195738,
,CHEMBL5197005,
,CHEMBL5197187,
,CHEMBL5198408,
,CHEMBL5209007,
,CHEMBL5209229,
,CHEMBL332701,
,CHEMBL338468,
,CHEMBL377219,
,CHEMBL226539,
,CHEMBL3414619,
,CHEMBL3793910,
,CHEMBL3793438,
,CHEMBL3905761,
,CHEMBL3961701,
,CHEMBL4080696,
,CHEMBL4434865,
,CHEMBL4435399,
,CHEMBL4444356,
,CHEMBL4547253,
,CHEMBL4567314,
,CHEMBL4576555,T3-CLK-N
,CHEMBL4780458,
,CHEMBL4792070,
,CHEMBL5169420,
,CHEMBL5170381,
,CHEMBL5170591,
,CHEMBL5170670,
,CHEMBL5170784,
,CHEMBL5171398,
,CHEMBL5171772,
,CHEMBL5172055,
,CHEMBL5173368,
,CHEMBL5173767,
,CHEMBL5174205,
,CHEMBL5174731,
,CHEMBL5175530,
,CHEMBL5175548,
,CHEMBL5177682,
,CHEMBL5177703,
,CHEMBL5179198,
,CHEMBL5179340,
,CHEMBL5179459,
,CHEMBL5181334,
,CHEMBL5181506,
,CHEMBL5182001,
,CHEMBL5182191,
,CHEMBL5182253,
,CHEMBL5182602,
,CHEMBL5182635,
,CHEMBL5183349,
,CHEMBL5183680,
,CHEMBL5184025,
,CHEMBL5184607,
,CHEMBL5185602,
,CHEMBL5186843,
,CHEMBL5187029,
,CHEMBL5187095,
,CHEMBL5187721,
,CHEMBL5188602,
,CHEMBL5189037,
,CHEMBL5189334,
,CHEMBL5190239,
,CHEMBL5191108,
,CHEMBL5193214,
,CHEMBL5193761,
,CHEMBL5195130,
,CHEMBL5196102,
,CHEMBL5196213,
,CHEMBL5197224,
,CHEMBL5198353,
,CHEMBL5199649,
,CHEMBL5199815,
,CHEMBL5201355,
,CHEMBL5201507,
,CHEMBL5203807,
,CHEMBL5204764,
,CHEMBL5205459,
,CHEMBL5206383,
,CHEMBL5206427,
,CHEMBL5206646,
,CHEMBL5207122,
,CHEMBL5207336,
,CHEMBL5207898,
,CHEMBL5208124,
,CHEMBL5208940,
,CHEMBL5209344,
,CHEMBL5221893,
,CHEMBL5222754,
,CHEMBL5269361,
,CHEMBL5270434,
,CHEMBL5270824,
,CHEMBL5270836,
,CHEMBL5274312,
,CHEMBL5274616,
,CHEMBL5275633,
,CHEMBL5279451,
,CHEMBL5279686,
,CHEMBL5280075,
,CHEMBL5280960,
,CHEMBL5282085,
,CHEMBL5283077,
,CHEMBL5284021,
,CHEMBL5286004,
,CHEMBL5286047,
,CHEMBL5291247,
,CHEMBL102659,
,CHEMBL1698776,
,CHEMBL1774575,
,CHEMBL3763396,
,CHEMBL3769930,
,CHEMBL4176080,
,CHEMBL4214248,
,CHEMBL4519018,
,CHEMBL4650795,
,CHEMBL4650909,
,CHEMBL4748908,TP-040n
,CHEMBL4802042,JNJ-54119936
,CHEMBL4802044,JNJ-73924149
,CHEMBL4802050,8RK64
,CHEMBL4846092,
,CHEMBL5082184,
,CHEMBL5086970,
,CHEMBL5174753,
,CHEMBL5176299,
,CHEMBL5187429,
,CHEMBL5188139,
,CHEMBL5189158,
,CHEMBL5189986,
,CHEMBL5190189,
,CHEMBL5266462,
,CHEMBL5267553,
,CHEMBL5269586,
,CHEMBL5272035,
,CHEMBL5272393,
,CHEMBL5272689,
,CHEMBL5274252,
,CHEMBL5274285,
,CHEMBL5275685,
,CHEMBL5276035,
,CHEMBL5279538,
,CHEMBL5280329,
,CHEMBL5280610,
,CHEMBL5285555,
,CHEMBL5287836,
,CHEMBL5288298,
,CHEMBL5288366,
,CHEMBL5289807,
,CHEMBL5289958,
,CHEMBL5290749,
,CHEMBL5306285,
,CHEMBL5316208,
,CHEMBL5393813,
,CHEMBL5395401,
,CHEMBL5395523,
,CHEMBL5396978,
,CHEMBL5397812,
,CHEMBL5397921,
,CHEMBL5398618,
,CHEMBL5400982,
,CHEMBL5401020,
,CHEMBL5402112,
,CHEMBL5402597,
,CHEMBL5402927,
,CHEMBL5403056,
,CHEMBL5403125,
,CHEMBL5403404,
,CHEMBL5403411,
,CHEMBL5404085,
,CHEMBL5404387,
,CHEMBL5404573,
,CHEMBL5406204,
,CHEMBL5406365,
,CHEMBL5408011,
,CHEMBL5408432,
,CHEMBL5409819,
,CHEMBL5410957,
,CHEMBL5412229,
,CHEMBL5413838,
,CHEMBL5416938,
,CHEMBL5417310,
,CHEMBL5417481,
,CHEMBL5418939,
,CHEMBL5419212,
,CHEMBL5419799,
,CHEMBL5421590,
,CHEMBL5421620,
,CHEMBL5423305,
,CHEMBL5424034,
,CHEMBL5425008,
,CHEMBL5425053,
,CHEMBL5426155,
,CHEMBL5426774,
,CHEMBL5427872,
,CHEMBL5430674,
,CHEMBL5431371,
,CHEMBL5431843,
,CHEMBL5432062,
,CHEMBL5434126,
,CHEMBL5435516,
,CHEMBL5437241,
,CHEMBL5437741,
,CHEMBL5438422,
,CHEMBL5439009,
,CHEMBL5439290,
,CHEMBL5439899,
4.0,CHEMBL2,PRAZOSIN
4.0,CHEMBL423,BETAXOLOL
,CHEMBL428504,
,CHEMBL10347,RAUWOLSCINE
4.0,CHEMBL499,TIMOLOL
2.0,CHEMBL267777,RITANSERIN
,CHEMBL15766,LY-255283
,CHEMBL281350,SB-224289
,CHEMBL20963,
,CHEMBL21283,
4.0,CHEMBL639,AZELASTINE
,CHEMBL25230,
,CHEMBL25236,BP-897
,CHEMBL431298,
2.0,CHEMBL292376,TECALCET
,CHEMBL68131,
,CHEMBL68738,N6-CYCLOPENTYLADENOSINE
,CHEMBL71294,
4.0,CHEMBL76370,TEGASEROD
,CHEMBL440687,ABT-724
2.0,CHEMBL79834,SPIRAMIDE
2.0,CHEMBL83894,FANANSERIN
,CHEMBL319118,
,CHEMBL317757,DIFLUOROBENZTROPINE
,CHEMBL106525,
4.0,CHEMBL1218,RAMELTEON
,CHEMBL140979,
,CHEMBL172155,
4.0,CHEMBL439849,VILAZODONE
4.0,CHEMBL1382,TOLTERODINE
,CHEMBL214957,
,CHEMBL225155,
,CHEMBL392760,
,CHEMBL254777,
2.0,CHEMBL405355,NIGULDIPINE
,CHEMBL256470,
4.0,CHEMBL462605,PITOLISANT
,CHEMBL494947,
,CHEMBL489553,rel-RITODRINE
,CHEMBL519240,
,CHEMBL487553,
4.0,CHEMBL1732,DIHYDROERGOTAMINE
2.0,CHEMBL567303,PALOSURAN
3.0,CHEMBL589390,LATREPIRDINE
4.0,CHEMBL1201284,CINACALCET
2.0,CHEMBL1215661,PRUVANSERIN
,CHEMBL1253853,
,CHEMBL1334465,
,CHEMBL1622930,
,CHEMBL1625681,
,CHEMBL2021721,
,CHEMBL2048820,
4.0,CHEMBL2105760,BREXPIPRAZOLE
,CHEMBL2164327,
,CHEMBL2179319,
,CHEMBL2431212,
4.0,CHEMBL3039520,LASMIDITAN
2.0,CHEMBL3305901,MK-0812
,CHEMBL3342358,
,CHEMBL3410223,
,CHEMBL3675743,
,CHEMBL3741589,
,CHEMBL4202825,
,CHEMBL5179132,
,CHEMBL5396440,
,CHEMBL5397467,
,CHEMBL5398701,
,CHEMBL5409958,
,CHEMBL5411964,
,CHEMBL5422761,
,CHEMBL5439058,
,CHEMBL5440801,
,CHEMBL5542124,
,CHEMBL5555452,
,CHEMBL5555550,
,CHEMBL5556096,
,CHEMBL5556112,
,CHEMBL5556546,
,CHEMBL5557188,
,CHEMBL5557616,
,CHEMBL5557959,
,CHEMBL5558253,
,CHEMBL5559576,
,CHEMBL5560083,
,CHEMBL5560361,
,CHEMBL5560383,
,CHEMBL5560508,
,CHEMBL5560605,
,CHEMBL5561142,
,CHEMBL5561354,
,CHEMBL5561656,
,CHEMBL5562425,
,CHEMBL5562796,
,CHEMBL5563524,
,CHEMBL5566302,
,CHEMBL5567296,
,CHEMBL5567530,
,CHEMBL5568028,
,CHEMBL5568294,
,CHEMBL5575320,
,CHEMBL4853196,
,CHEMBL4867297,
,CHEMBL4876663,
,CHEMBL5401938,
,CHEMBL5569258,
,CHEMBL5572105,
,CHEMBL5597677,
,CHEMBL5624542,
,CHEMBL5624574,
,CHEMBL5624651,
,CHEMBL5624713,
,CHEMBL5624838,
,CHEMBL5624846,
,CHEMBL5624896,
,CHEMBL5624962,
,CHEMBL5624996,
,CHEMBL5625019,
,CHEMBL5625042,
,CHEMBL5625109,
,CHEMBL5630062,
,CHEMBL5630078,
,CHEMBL5630085,
,CHEMBL5630104,
,CHEMBL5630130,
,CHEMBL5630149,
,CHEMBL5630165,
,CHEMBL5630209,
,CHEMBL5630253,
,CHEMBL5630374,
,CHEMBL5630466,
,CHEMBL5630613,
,CHEMBL5630724,
,CHEMBL5630747,
,CHEMBL5630761,
,CHEMBL5630787,
,CHEMBL5630941,
,CHEMBL5630963,
,CHEMBL5631035,
,CHEMBL5631099,
,CHEMBL5631105,
,CHEMBL5631121,
,CHEMBL5631181,
,CHEMBL5631215,
,CHEMBL5750888,
,CHEMBL5752966,
,CHEMBL5753572,
,CHEMBL5755473,
,CHEMBL5777736,
,CHEMBL5783755,
,CHEMBL5793914,
,CHEMBL5796179,
,CHEMBL5811349,
,CHEMBL5812901,
,CHEMBL5815237,
,CHEMBL5818991,
,CHEMBL5823135,
,CHEMBL5827028,
,CHEMBL5841969,
,CHEMBL5842725,
,CHEMBL5844716,
,CHEMBL5852926,
,CHEMBL5859046,
,CHEMBL5861338,
,CHEMBL5864724,
,CHEMBL5866374,
,CHEMBL5871057,
,CHEMBL5872171,
,CHEMBL5879895,
,CHEMBL5894654,
,CHEMBL5902857,
,CHEMBL5914083,
,CHEMBL5928382,
,CHEMBL5934024,
,CHEMBL5934082,
,CHEMBL5944526,
,CHEMBL5945487,
,CHEMBL5946331,
,CHEMBL5946543,
,CHEMBL5964118,
,CHEMBL5964764,
,CHEMBL5975554,
,CHEMBL5979974,
,CHEMBL5982604,
,CHEMBL5990621,
,CHEMBL5995733,
,CHEMBL6002762,
,CHEMBL6010674,
,CHEMBL6013608,
,CHEMBL6016888,
,CHEMBL6022823,
,CHEMBL6025397,
,CHEMBL6026313,
,CHEMBL6030320,
,CHEMBL6030456,
,CHEMBL6042113,
,CHEMBL6047079,
,CHEMBL6051981,
,CHEMBL6056346,
,CHEMBL6057860,
,CHEMBL6064287,
,CHEMBL4160064,
,CHEMBL4161503,
,CHEMBL4163428,
,CHEMBL4165863,
,CHEMBL4166883,
,CHEMBL4167315,
,CHEMBL4169689,
,CHEMBL4169752,
,CHEMBL4170703,
,CHEMBL4173095,
,CHEMBL4174128,
,CHEMBL4174189,
,CHEMBL4175187,
,CHEMBL4176474,
,CHEMBL4177497,
,CHEMBL5744962,
,CHEMBL5747675,
,CHEMBL5747908,
,CHEMBL5751695,
,CHEMBL5759354,
,CHEMBL5766943,
,CHEMBL5770059,
,CHEMBL5770203,
,CHEMBL5771575,
,CHEMBL5773047,
,CHEMBL5779046,
,CHEMBL5780375,
,CHEMBL5782090,
,CHEMBL5788445,
,CHEMBL5791520,
,CHEMBL5793732,
,CHEMBL5793758,
,CHEMBL5801743,
,CHEMBL5804744,
,CHEMBL5810728,
,CHEMBL5816391,
,CHEMBL5822215,
,CHEMBL5822250,
,CHEMBL5844043,
,CHEMBL5846956,
,CHEMBL5847892,
,CHEMBL5852509,
,CHEMBL5861158,
,CHEMBL5862271,
,CHEMBL5866363,
,CHEMBL5866499,
,CHEMBL5867036,
,CHEMBL5878363,
,CHEMBL5881029,
,CHEMBL5883330,
,CHEMBL5885099,
,CHEMBL5885902,
,CHEMBL5887106,
,CHEMBL5893963,
,CHEMBL5895404,
,CHEMBL5895757,
,CHEMBL5899919,
,CHEMBL5908631,
,CHEMBL5914741,
,CHEMBL5919710,
,CHEMBL5922949,
,CHEMBL5928278,
,CHEMBL5931154,
,CHEMBL5931677,
,CHEMBL5933569,
,CHEMBL5941082,
,CHEMBL5942858,
,CHEMBL5943350,
,CHEMBL5945562,
,CHEMBL5951080,
,CHEMBL5954389,
,CHEMBL5958474,
,CHEMBL5960929,
,CHEMBL5965714,
,CHEMBL5970083,
,CHEMBL5988809,
,CHEMBL5991759,
,CHEMBL5995834,
,CHEMBL6001750,
,CHEMBL6004687,
,CHEMBL6009260,
,CHEMBL6009714,
,CHEMBL6010041,
,CHEMBL6012918,
,CHEMBL6014257,
,CHEMBL6014946,
,CHEMBL6015969,
,CHEMBL6028929,
,CHEMBL6033554,
,CHEMBL6035943,
,CHEMBL6039152,
,CHEMBL6040331,
,CHEMBL6042700,
,CHEMBL6051349,
,CHEMBL6054017,
,CHEMBL6054373,
,CHEMBL6055313,
,CHEMBL6056068,
,CHEMBL6059566,
,CHEMBL6064201,
,CHEMBL42629,
,CHEMBL4063708,
,CHEMBL4065699,
,CHEMBL4068690,
,CHEMBL4069441,
,CHEMBL4072304,
,CHEMBL4085658,
,CHEMBL4092498,
,CHEMBL4095749,
,CHEMBL4098442,
,CHEMBL4159034,
,CHEMBL4162416,
,CHEMBL4166276,
,CHEMBL5740090,
,CHEMBL5762006,
,CHEMBL5764243,
,CHEMBL5781923,
,CHEMBL5787896,
,CHEMBL5798512,
,CHEMBL5803857,
,CHEMBL5805514,
,CHEMBL5807432,
,CHEMBL5828666,
,CHEMBL5837524,
,CHEMBL5869838,
,CHEMBL5874017,
,CHEMBL5883260,
,CHEMBL5887476,
,CHEMBL5892470,
,CHEMBL5900366,
,CHEMBL5911631,
,CHEMBL5925455,
,CHEMBL5925598,
,CHEMBL5933790,
,CHEMBL5935658,
,CHEMBL5936714,
,CHEMBL5942120,
,CHEMBL5948594,
,CHEMBL5956624,
,CHEMBL5980872,
,CHEMBL5981466,
,CHEMBL5985616,
,CHEMBL5987583,
,CHEMBL5997273,
,CHEMBL6004636,
,CHEMBL6006505,
,CHEMBL6034390,
,CHEMBL6040458,
,CHEMBL6046258,
,CHEMBL6050425,
,CHEMBL6051150,
,CHEMBL6057784,
