max_phase,molecule_chembl_id,pref_name
,CHEMBL80081,
,CHEMBL415077,
,CHEMBL115280,
,CHEMBL114280,
,CHEMBL326263,
,CHEMBL115652,
,CHEMBL113956,
,CHEMBL115249,
,CHEMBL138438,
,CHEMBL336706,
,CHEMBL336707,
,CHEMBL138102,
,CHEMBL343793,
,CHEMBL346665,
,CHEMBL356486,
,CHEMBL143660,
,CHEMBL423548,
,CHEMBL336235,
,CHEMBL139774,
,CHEMBL139900,
,CHEMBL140618,
,CHEMBL143050,
,CHEMBL341874,
,CHEMBL143486,
,CHEMBL141070,
,CHEMBL344813,
,CHEMBL435046,
,CHEMBL143585,
,CHEMBL143103,
,CHEMBL142700,
,CHEMBL147485,
,CHEMBL147575,
,CHEMBL146723,
,CHEMBL144469,
,CHEMBL358321,
,CHEMBL148377,
,CHEMBL148008,
,CHEMBL146999,
,CHEMBL147098,
,CHEMBL147370,
,CHEMBL148112,
,CHEMBL148164,
,CHEMBL356738,
,CHEMBL440173,
,CHEMBL147779,
,CHEMBL144490,
,CHEMBL343654,
,CHEMBL358116,
,CHEMBL144072,
,CHEMBL424114,
,CHEMBL144741,
,CHEMBL356582,
,CHEMBL147208,
,CHEMBL146411,
,CHEMBL146546,
,CHEMBL342809,
,CHEMBL358559,
,CHEMBL144393,
,CHEMBL147856,
,CHEMBL359209,
,CHEMBL146294,
,CHEMBL157335,
,CHEMBL154452,
,CHEMBL152847,
,CHEMBL153341,
,CHEMBL152140,
,CHEMBL346456,
,CHEMBL157390,
,CHEMBL154446,
,CHEMBL153831,
,CHEMBL350230,
,CHEMBL154231,
,CHEMBL348046,
,CHEMBL152072,
,CHEMBL154502,
,CHEMBL153193,
,CHEMBL154039,
,CHEMBL346340,
,CHEMBL152652,
,CHEMBL580142,
,CHEMBL1180033,
,CHEMBL1180044,
,CHEMBL1180053,
,CHEMBL1180057,
,CHEMBL1180083,
,CHEMBL1180091,
,CHEMBL1180095,
,CHEMBL1180160,
,CHEMBL1180175,
,CHEMBL1180187,
,CHEMBL1183846,
,CHEMBL1183940,
,CHEMBL1190897,
,CHEMBL1193170,
,CHEMBL1194817,
,CHEMBL1196354,
,CHEMBL2112760,
4.0,CHEMBL41,FLUOXETINE
3.0,CHEMBL51,KETANSERIN
2.0,CHEMBL267930,SPIPERONE
,CHEMBL19803,
,CHEMBL19797,
,CHEMBL283775,
,CHEMBL19878,
,CHEMBL19985,
,CHEMBL280160,
,CHEMBL19920,
,CHEMBL19934,
,CHEMBL19637,
,CHEMBL19638,
,CHEMBL19314,
,CHEMBL19315,
,CHEMBL280111,
,CHEMBL436542,
,CHEMBL19850,
,CHEMBL20153,
,CHEMBL19628,
,CHEMBL20166,
,CHEMBL434393,
,CHEMBL280359,
,CHEMBL20517,
,CHEMBL19988,
,CHEMBL277466,
,CHEMBL20537,
,CHEMBL21023,
,CHEMBL20348,
,CHEMBL20355,
,CHEMBL20108,
,CHEMBL278525,
,CHEMBL282069,
,CHEMBL20036,
,CHEMBL416730,
,CHEMBL20188,
,CHEMBL277462,
2.0,CHEMBL279676,TENOCYCLIDINE
4.0,CHEMBL781,MAZINDOL
2.0,CHEMBL42055,E-FLUPENTIXOL
,CHEMBL75160,
,CHEMBL308287,
,CHEMBL74753,
,CHEMBL73529,
,CHEMBL308373,
,CHEMBL307930,
,CHEMBL306494,
,CHEMBL75938,
,CHEMBL75052,
,CHEMBL269438,
,CHEMBL309356,
,CHEMBL307882,
,CHEMBL308529,
,CHEMBL310240,
,CHEMBL74031,
,CHEMBL74729,
,CHEMBL76351,
,CHEMBL311621,
,CHEMBL75036,
,CHEMBL75037,
,CHEMBL74613,
,CHEMBL76516,
,CHEMBL75300,
,CHEMBL75301,
,CHEMBL309062,
,CHEMBL78100,
,CHEMBL306586,
,CHEMBL76336,
,CHEMBL73824,
,CHEMBL308284,
,CHEMBL320435,
,CHEMBL104622,
,CHEMBL122334,HYDANTOIN
,CHEMBL121919,"5,6,7,8-TETRAHYDROISOQUINOLINE"
,CHEMBL134109,
,CHEMBL140104,
,CHEMBL143407,
,CHEMBL140054,
,CHEMBL142522,
,CHEMBL142617,
,CHEMBL348432,
2.0,CHEMBL415284,NALORPHINE
,CHEMBL1189437,
,CHEMBL1189563,
,CHEMBL1189799,
,CHEMBL1189807,
,CHEMBL1191321,
,CHEMBL1191322,
,CHEMBL1191536,
,CHEMBL1191537,
,CHEMBL1192158,
,CHEMBL1192566,
,CHEMBL1192567,
,CHEMBL1192762,
,CHEMBL1193169,
,CHEMBL1194172,
,CHEMBL1194558,
,CHEMBL1194591,
,CHEMBL1195115,
,CHEMBL2115519,
,CHEMBL62,SCH-23390
4.0,CHEMBL597,PHENTOLAMINE
2.0,CHEMBL18786,CINANSERIN
,CHEMBL285203,
,CHEMBL54661,Z-FLUPENTIXOL
,CHEMBL301623,
,CHEMBL292450,
,CHEMBL54407,
,CHEMBL442356,
,CHEMBL55873,
,CHEMBL299499,
,CHEMBL413257,
,CHEMBL55769,
,CHEMBL293059,
,CHEMBL292668,
,CHEMBL73818,
,CHEMBL424606,
,CHEMBL77220,
,CHEMBL75444,
,CHEMBL419822,
,CHEMBL77906,
4.0,CHEMBL1065,METHYSERGIDE
,CHEMBL320828,
,CHEMBL104444,
,CHEMBL320190,
,CHEMBL117898,
,CHEMBL119811,
,CHEMBL119047,
,CHEMBL331500,
,CHEMBL119889,
,CHEMBL119698,
,CHEMBL331006,
,CHEMBL333840,
,CHEMBL119485,
,CHEMBL134215,
,CHEMBL133847,
,CHEMBL143750,
,CHEMBL346409,
,CHEMBL357008,
,CHEMBL141876,
,CHEMBL143648,
,CHEMBL142041,
,CHEMBL142953,
,CHEMBL342120,
,CHEMBL142518,
,CHEMBL358758,
,CHEMBL342121,
,CHEMBL142337,
,CHEMBL154397,
,CHEMBL153758,
,CHEMBL152478,
,CHEMBL152618,
,CHEMBL346153,
,CHEMBL152426,
,CHEMBL152057,
,CHEMBL356909,
,CHEMBL151136,
,CHEMBL349793,
,CHEMBL1179312,
,CHEMBL1189188,
,CHEMBL1189802,
,CHEMBL1190032,
,CHEMBL1190037,
,CHEMBL1190152,
,CHEMBL1190268,
,CHEMBL1190393,
,CHEMBL1190522,
,CHEMBL1190888,
,CHEMBL1191100,
,CHEMBL1191317,
,CHEMBL1191320,
,CHEMBL1191738,
,CHEMBL1191941,
,CHEMBL1191943,
,CHEMBL1192157,
,CHEMBL1192363,
,CHEMBL1192367,
,CHEMBL1193368,
,CHEMBL1193567,
,CHEMBL1193760,
,CHEMBL1193963,
,CHEMBL1193966,
,CHEMBL1194168,
,CHEMBL1194170,
,CHEMBL1194425,
,CHEMBL1194466,
,CHEMBL1194672,
,CHEMBL1194774,
,CHEMBL1194838,
,CHEMBL1194885,
,CHEMBL1194992,
,CHEMBL1195060,
,CHEMBL1195367,
,CHEMBL1195933,
,CHEMBL1196094,
,CHEMBL1196171,
,CHEMBL1196200,
,CHEMBL1196414,
,CHEMBL1197025,
,CHEMBL1255588,
,CHEMBL276784,
,CHEMBL285541,
,CHEMBL35711,
,CHEMBL38152,
,CHEMBL38130,
,CHEMBL36645,
,CHEMBL308816,
,CHEMBL75555,
,CHEMBL73633,
,CHEMBL74499,
,CHEMBL306318,
,CHEMBL307839,
,CHEMBL77817,
,CHEMBL74803,
,CHEMBL77812,
,CHEMBL309064,
,CHEMBL75480,
,CHEMBL73964,
,CHEMBL76758,
,CHEMBL73854,
,CHEMBL74858,
,CHEMBL75878,
,CHEMBL74723,
,CHEMBL74811,
,CHEMBL306365,
,CHEMBL74080,
,CHEMBL75228,1-PHENETHYLPIPERIDINE
,CHEMBL75372,
,CHEMBL306133,
,CHEMBL75286,
,CHEMBL75608,
,CHEMBL101510,
,CHEMBL103849,
,CHEMBL316797,
,CHEMBL104834,
,CHEMBL103519,
,CHEMBL104992,
,CHEMBL103065,
,CHEMBL102474,
,CHEMBL321329,
,CHEMBL101909,
,CHEMBL102695,
,CHEMBL119048,
,CHEMBL117695,
,CHEMBL325845,
,CHEMBL117567,
,CHEMBL118289,
,CHEMBL324092,
,CHEMBL323910,
,CHEMBL118445,
,CHEMBL118276,
,CHEMBL332593,
,CHEMBL331611,
,CHEMBL433022,
,CHEMBL119075,
,CHEMBL325168,
,CHEMBL442395,
,CHEMBL119495,
,CHEMBL119409,
,CHEMBL115582,
,CHEMBL119867,
,CHEMBL119725,
,CHEMBL116207,
,CHEMBL332035,
,CHEMBL119804,
,CHEMBL118288,
,CHEMBL325619,
,CHEMBL118665,
,CHEMBL116710,
,CHEMBL116711,
,CHEMBL117748,
,CHEMBL346389,
,CHEMBL177829,
,CHEMBL179062,
,CHEMBL434905,
,CHEMBL179651,
,CHEMBL179373,
,CHEMBL369091,
,CHEMBL362699,
,CHEMBL178519,
,CHEMBL426958,
,CHEMBL360351,
,CHEMBL179648,
,CHEMBL178924,
,CHEMBL179697,
,CHEMBL359663,
,CHEMBL180119,
,CHEMBL178650,
,CHEMBL178700,
,CHEMBL179530,
,CHEMBL179145,
,CHEMBL180327,
,CHEMBL180180,
,CHEMBL178988,
,CHEMBL179397,
,CHEMBL425867,
,CHEMBL178680,
,CHEMBL179808,
,CHEMBL178600,
,CHEMBL179371,
4.0,CHEMBL422,TRIFLUOPERAZINE
,CHEMBL7393,
4.0,CHEMBL81,RALOXIFENE
4.0,CHEMBL83,TAMOXIFEN
4.0,CHEMBL103,PROGESTERONE
2.0,CHEMBL15023,TRIFLUPERIDOL
,CHEMBL17470,
4.0,CHEMBL626,NAFTIFINE
4.0,CHEMBL629,AMITRIPTYLINE
4.0,CHEMBL633,AMIODARONE
2.0,CHEMBL28211,NAFOXIDINE
4.0,CHEMBL808,ECONAZOLE
4.0,CHEMBL296419,ASTEMIZOLE
4.0,CHEMBL295124,BERBERINE
3.0,CHEMBL954,ENCLOMIPHENE
,CHEMBL61539,
,CHEMBL305593,
2.0,CHEMBL61479,SIRAMESINE
4.0,CHEMBL990,BUTENAFINE
3.0,CHEMBL110739,CORTICOSTERONE
,CHEMBL113830,"(S,R)-IFENPRODIL"
,CHEMBL345754,
2.0,CHEMBL167779,ZUCLOMIPHENE
,CHEMBL369133,
,CHEMBL363703,
3.0,CHEMBL370753,OPIPRAMOL
,CHEMBL365141,
,CHEMBL361085,
,CHEMBL365722,
,CHEMBL189871,
,CHEMBL372700,FENPROPIMORPH
,CHEMBL372484,
,CHEMBL187615,
2.0,CHEMBL187829,LEVEMOPAMIL
2.0,CHEMBL363884,RONIPAMIL
,CHEMBL365417,
,CHEMBL365842,
,CHEMBL187892,
4.0,CHEMBL188921,BUFLOMEDIL
,CHEMBL190631,
,CHEMBL190422,
4.0,CHEMBL187709,TRIPARANOL
,CHEMBL188044,
,CHEMBL363765,
,CHEMBL188476,
,CHEMBL195302,
,CHEMBL195304,
,CHEMBL381653,
,CHEMBL194967,
,CHEMBL370739,
,CHEMBL196100,
,CHEMBL196988,
,CHEMBL371156,
,CHEMBL196587,
,CHEMBL196257,
,CHEMBL193662,
,CHEMBL194687,
,CHEMBL194738,
,CHEMBL365754,
,CHEMBL365786,
,CHEMBL366167,
,CHEMBL194797,
,CHEMBL194796,
,CHEMBL195994,
,CHEMBL194640,
,CHEMBL194694,
,CHEMBL193699,
,CHEMBL371741,
,CHEMBL193805,
,CHEMBL439859,
,CHEMBL383147,
,CHEMBL426317,
3.0,CHEMBL209821,NALUZOTAN
4.0,CHEMBL386630,TESTOSTERONE
3.0,CHEMBL253376,BROMHEXINE
,CHEMBL502377,
,CHEMBL521663,
,CHEMBL492736,
,CHEMBL492737,
,CHEMBL570789,
,CHEMBL571418,
,CHEMBL572294,
,CHEMBL571659,
,CHEMBL570795,
,CHEMBL570529,
,CHEMBL578825,
,CHEMBL570067,
,CHEMBL608560,
,CHEMBL602850,
,CHEMBL600053,
,CHEMBL590615,
,CHEMBL607293,
,CHEMBL1089752,
,CHEMBL1196395,
4.0,CHEMBL1201203,BENZTROPINE
,CHEMBL1632158,
3.0,CHEMBL1672054,CASOPITANT
3.0,CHEMBL1902981,EPERISONE
,CHEMBL2068762,
,CHEMBL2368401,"(7S,8R)-6-ALLYLAMINO-7,8-DIMETHYL-8-PROPYL-5,6,7,8-TETRAHYDRO-NAPHTHALEN-2-OL"
4.0,CHEMBL415,CLOMIPRAMINE
4.0,CHEMBL27,PROPRANOLOL
4.0,CHEMBL429,LABETALOL
4.0,CHEMBL479,THIORIDAZINE
4.0,CHEMBL71,CHLORPROMAZINE
4.0,CHEMBL490,PAROXETINE
2.0,CHEMBL275742,DEXPROPRANOLOL
4.0,CHEMBL511,PYRILAMINE
4.0,CHEMBL549,CITALOPRAM
4.0,CHEMBL564,PROMAZINE
4.0,CHEMBL621,TRAZODONE
4.0,CHEMBL631,PROPAFENONE
4.0,CHEMBL643,PROMETHAZINE
4.0,CHEMBL698,TETRACAINE
4.0,CHEMBL716,QUETIAPINE
4.0,CHEMBL726,FLUPHENAZINE
4.0,CHEMBL728,PROCHLORPERAZINE
2.0,CHEMBL30008,FLUNARIZINE
4.0,CHEMBL809,SERTRALINE
4.0,CHEMBL822,TERBINAFINE
4.0,CHEMBL833,TICLOPIDINE
4.0,CHEMBL841,LOPERAMIDE
2.0,CHEMBL43064,CINNARIZINE
,CHEMBL417001,
4.0,CHEMBL926,DOBUTAMINE
4.0,CHEMBL936,DIPHENIDOL
3.0,CHEMBL60889,MOSAPRIDE
4.0,CHEMBL75880,PERHEXILINE
4.0,CHEMBL1123,DICYCLOMINE
4.0,CHEMBL1196,PROPARACAINE
4.0,CHEMBL1198,PRAMOXINE
,CHEMBL129530,
4.0,CHEMBL1231,OXYBUTYNIN
4.0,CHEMBL395110,MEPAZINE
4.0,CHEMBL1490,TRIHEXYPHENIDYL
4.0,CHEMBL404849,SULOCTIDIL
4.0,CHEMBL248702,DEXFENFLURAMINE
2.0,CHEMBL452861,LEVOPROPRANOLOL
4.0,CHEMBL1626,CLEMASTINE
4.0,CHEMBL1729,CISAPRIDE
3.0,CHEMBL1076211,TOLPERISONE
4.0,CHEMBL1200406,DIMENHYDRINATE
4.0,CHEMBL1201237,LEVOBUNOLOL
4.0,CHEMBL1201353,DEXCHLORPHENIRAMINE
4.0,CHEMBL1276308,MIFEPRISTONE
,CHEMBL1400945,PREGNENOLONE CARBONITRILE 
4.0,CHEMBL1628227,DOXEPIN
,CHEMBL1645202,
4.0,CHEMBL1714574,TERCONAZOLE
,CHEMBL1909071,
4.0,CHEMBL1909072,PIPAMAZINE
,CHEMBL2023823,
,CHEMBL2023824,
,CHEMBL2023825,
,CHEMBL2023826,
,CHEMBL2023827,
,CHEMBL2064198,
,CHEMBL2064202,
-1.0,CHEMBL2111176,VALETHAMATE
,CHEMBL2158704,
,CHEMBL2170046,
,CHEMBL2170048,
,CHEMBL2170049,
,CHEMBL2170050,
,CHEMBL2170051,
,CHEMBL2170052,
,CHEMBL2170053,
,CHEMBL2170054,
,CHEMBL2170055,
,CHEMBL2170056,
,CHEMBL2170059,
,CHEMBL2170060,
,CHEMBL2170061,
,CHEMBL2170062,
,CHEMBL2170063,
,CHEMBL2170064,
,CHEMBL2170066,
,CHEMBL2170067,
,CHEMBL2170068,
,CHEMBL2170069,
,CHEMBL2170070,
,CHEMBL2170071,
,CHEMBL2170072,
,CHEMBL2170074,
,CHEMBL2170075,
,CHEMBL2170076,
,CHEMBL2170203,
,CHEMBL2170204,
,CHEMBL2170205,
,CHEMBL2170206,
,CHEMBL2170207,
,CHEMBL2170208,
,CHEMBL2170209,
,CHEMBL2170210,
,CHEMBL2170219,
,CHEMBL2170220,
,CHEMBL2170221,
,CHEMBL2170222,
,CHEMBL2170223,
,CHEMBL2170224,
4.0,CHEMBL502,DONEPEZIL
4.0,CHEMBL814,FLUVOXAMINE
,CHEMBL98883,
,CHEMBL408867,[11C]SA4503
2.0,CHEMBL1983100,ESAPRAZOLE
2.0,CHEMBL2105667,ORVEPITANT
,CHEMBL2170211,
,CHEMBL2170212,
,CHEMBL2170213,
,CHEMBL2170214,
,CHEMBL2170215,
,CHEMBL2170216,
,CHEMBL2170217,
,CHEMBL2170218,
,CHEMBL2169891,
,CHEMBL2170225,
,CHEMBL2170226,
,CHEMBL2170227,
,CHEMBL2170228,
,CHEMBL2170229,
,CHEMBL2170230,
,CHEMBL2170231,
,CHEMBL2170232,
,CHEMBL2170233,
,CHEMBL2170234,
,CHEMBL2170235,
,CHEMBL2170236,
,CHEMBL2170237,
,CHEMBL2170238,
,CHEMBL2170239,
,CHEMBL2203549,
,CHEMBL2204343,
,CHEMBL2204668,
,CHEMBL2204672,
,CHEMBL2204675,
,CHEMBL2204677,
,CHEMBL2204678,
,CHEMBL2204679,
,CHEMBL2324614,
,CHEMBL2338337,
,CHEMBL2338338,
,CHEMBL2338339,
,CHEMBL2338342,
,CHEMBL2338343,
,CHEMBL2338344,
,CHEMBL2338345,
,CHEMBL2338759,
,CHEMBL2338760,
,CHEMBL2338762,
,CHEMBL2338765,
,CHEMBL2338768,
,CHEMBL2338772,
,CHEMBL2338778,
,CHEMBL2338779,
,CHEMBL2338780,
,CHEMBL2338781,
,CHEMBL2346997,
,CHEMBL2391147,
,CHEMBL2391351,
,CHEMBL2391352,
,CHEMBL2391353,
,CHEMBL2391354,
,CHEMBL2391357,
,CHEMBL2391358,
,CHEMBL2391359,
,CHEMBL2391361,
,CHEMBL2391362,
,CHEMBL2391363,
,CHEMBL2391364,
,CHEMBL2391365,
,CHEMBL2391368,
,CHEMBL2391369,
,CHEMBL2391371,
,CHEMBL2391372,
,CHEMBL2391373,
,CHEMBL2391374,
,CHEMBL2391375,
,CHEMBL2391376,
,CHEMBL2391378,
,CHEMBL2391379,
,CHEMBL2391380,
,CHEMBL2391381,
,CHEMBL2391382,
,CHEMBL2391539,
,CHEMBL2413154,
,CHEMBL2431120,
,CHEMBL2436338,
,CHEMBL3086334,
,CHEMBL3104091,
,CHEMBL3104093,
,CHEMBL3104856,
,CHEMBL3104857,
,CHEMBL3218979,
,CHEMBL3218980,
,CHEMBL3218983,
,CHEMBL3218984,
,CHEMBL3218988,
,CHEMBL3218990,
,CHEMBL3218991,
,CHEMBL3218993,
,CHEMBL294144,
,CHEMBL64683,
,CHEMBL62994,
2.0,CHEMBL222287,IBOGAINE
,CHEMBL481418,
,CHEMBL1927694,
,CHEMBL2030624,
,CHEMBL3218981,
,CHEMBL3218982,
,CHEMBL3218985,
,CHEMBL3218986,
,CHEMBL3218987,
,CHEMBL3218989,
,CHEMBL3218992,
,CHEMBL3218994,
,CHEMBL3220543,
,CHEMBL3220582,
,CHEMBL3220583,
,CHEMBL3233525,
,CHEMBL3233526,
,CHEMBL3233527,
,CHEMBL3233528,
,CHEMBL3233529,
,CHEMBL3233530,
,CHEMBL3233531,
,CHEMBL3233532,
,CHEMBL3233533,
,CHEMBL3233535,
,CHEMBL3233536,
,CHEMBL3233537,
,CHEMBL3235106,
,CHEMBL3235107,
,CHEMBL3235466,
,CHEMBL3235467,
,CHEMBL3235468,
,CHEMBL3262794,
,CHEMBL3262795,
,CHEMBL3289656,
,CHEMBL3360552,
,CHEMBL3360553,
,CHEMBL3360554,
,CHEMBL3360555,
,CHEMBL3360556,
,CHEMBL3360558,
,CHEMBL3360559,
,CHEMBL3360560,
,CHEMBL3360561,
,CHEMBL3360562,
,CHEMBL3360563,
,CHEMBL3360564,
,CHEMBL3360565,
,CHEMBL3360566,
,CHEMBL3360568,
,CHEMBL3360569,
,CHEMBL3360570,
,CHEMBL3360571,
,CHEMBL3360572,
,CHEMBL3360574,
,CHEMBL3409372,
,CHEMBL3409373,
,CHEMBL3409374,
,CHEMBL3409375,
,CHEMBL3409376,
,CHEMBL3409377,
,CHEMBL3409378,
,CHEMBL3409379,
,CHEMBL3409381,
,CHEMBL3409386,
,CHEMBL3409387,
,CHEMBL3414957,
,CHEMBL3417042,
,CHEMBL3417043,
,CHEMBL3417044,
,CHEMBL3417045,
,CHEMBL3417046,
,CHEMBL3417047,
,CHEMBL3417048,
,CHEMBL3417049,
,CHEMBL3417050,
,CHEMBL3417052,
,CHEMBL3417053,
,CHEMBL3417054,
,CHEMBL3417055,
,CHEMBL3417056,
,CHEMBL3417057,
,CHEMBL3417058,
,CHEMBL3417059,
,CHEMBL3417060,
,CHEMBL3417061,
,CHEMBL3417063,
,CHEMBL3417064,
,CHEMBL3417065,
,CHEMBL3417066,
,CHEMBL3417067,
,CHEMBL3417068,
,CHEMBL3417069,
,CHEMBL3417070,
,CHEMBL3417071,
,CHEMBL3417072,
,CHEMBL3547107,
,CHEMBL319706,(S)-IFENPRODIL
,CHEMBL146556,
,CHEMBL177952,
,CHEMBL176941,
,CHEMBL595489,
,CHEMBL1188414,
,CHEMBL1289626,
,CHEMBL1562542,
,CHEMBL1929421,
,CHEMBL2391541,
,CHEMBL3417073,
,CHEMBL3417074,
,CHEMBL3417075,
,CHEMBL3417076,
,CHEMBL3417078,
,CHEMBL3417079,
,CHEMBL3417080,
,CHEMBL3417081,
,CHEMBL3417082,
,CHEMBL3417083,
,CHEMBL3417085,
,CHEMBL3752576,
,CHEMBL3754496,
,CHEMBL3752900,
,CHEMBL3754166,
,CHEMBL3753318,
,CHEMBL3752701,
,CHEMBL3752293,
,CHEMBL3753409,
,CHEMBL3780481,
,CHEMBL3779928,
,CHEMBL3780506,
,CHEMBL3781840,
,CHEMBL3780140,
,CHEMBL3781035,
,CHEMBL3780268,
,CHEMBL3780184,
,CHEMBL3780975,
,CHEMBL3780438,
,CHEMBL3780812,
,CHEMBL3818045,
,CHEMBL3819457,
,CHEMBL3818546,
,CHEMBL3819463,
,CHEMBL3819146,
,CHEMBL3819395,
,CHEMBL3819437,
,CHEMBL3819331,
,CHEMBL3819489,
,CHEMBL3818532,
,CHEMBL3818112,
,CHEMBL3819557,
,CHEMBL3817940,
,CHEMBL3819588,
,CHEMBL3984952,
,CHEMBL4065001,
,CHEMBL4066916,
,CHEMBL4071509,
,CHEMBL4080735,
,CHEMBL4083034,
,CHEMBL4084182,
,CHEMBL4090823,
,CHEMBL4092687,
,CHEMBL4096543,
,CHEMBL4098546,
,CHEMBL4098778,
,CHEMBL4101014,
,CHEMBL4160397,
,CHEMBL4161016,
,CHEMBL4161344,
,CHEMBL4161592,
,CHEMBL4161984,
,CHEMBL4162490,
,CHEMBL4164330,
,CHEMBL4165285,
,CHEMBL4166747,
,CHEMBL4166905,
,CHEMBL4167498,
,CHEMBL4168697,
,CHEMBL4168782,
,CHEMBL4168852,
,CHEMBL4168942,
,CHEMBL4169075,
,CHEMBL4169270,
,CHEMBL4169383,
,CHEMBL4169765,
,CHEMBL4170415,
,CHEMBL4171723,
,CHEMBL4172044,
,CHEMBL4172201,
,CHEMBL4172301,
,CHEMBL4173188,
,CHEMBL4173258,
,CHEMBL4173342,
,CHEMBL4173950,
,CHEMBL4174647,
,CHEMBL4174797,
,CHEMBL4174984,
,CHEMBL4176123,
,CHEMBL4176708,
,CHEMBL227071,
,CHEMBL1215855,
,CHEMBL4211979,
,CHEMBL4216951,
,CHEMBL4276787,
,CHEMBL4276789,
,CHEMBL4276805,
,CHEMBL4277112,
,CHEMBL4277311,
,CHEMBL4277417,
,CHEMBL4277860,
,CHEMBL4277933,
,CHEMBL4278120,
,CHEMBL4278167,
,CHEMBL4278493,
,CHEMBL4278537,
,CHEMBL4278995,
,CHEMBL4279116,
,CHEMBL4279140,
,CHEMBL4279263,
,CHEMBL4279555,
,CHEMBL4279584,
,CHEMBL4279609,
,CHEMBL4280031,
,CHEMBL4280056,
,CHEMBL4280217,
,CHEMBL4280219,
,CHEMBL4280240,
,CHEMBL4280702,
,CHEMBL4280816,
,CHEMBL4281318,
,CHEMBL4281321,
,CHEMBL4281627,
,CHEMBL4282062,
,CHEMBL4282586,
,CHEMBL4283023,
,CHEMBL4283498,
,CHEMBL4283670,
,CHEMBL4283691,
,CHEMBL4283968,
,CHEMBL4284105,
,CHEMBL4284119,
,CHEMBL4284238,
,CHEMBL4284324,
,CHEMBL4284564,
,CHEMBL4284665,
,CHEMBL4284728,
,CHEMBL4284731,
,CHEMBL4285051,
,CHEMBL4285857,
,CHEMBL4286260,
,CHEMBL4286394,
,CHEMBL4286421,
,CHEMBL4286750,
,CHEMBL4286808,
,CHEMBL4287021,
,CHEMBL4287044,
,CHEMBL4287520,
,CHEMBL4287939,
,CHEMBL4288056,
,CHEMBL4288125,
,CHEMBL4288129,
,CHEMBL4288516,
,CHEMBL4288681,
,CHEMBL4288856,
,CHEMBL4288924,
,CHEMBL4289153,
,CHEMBL4289679,
,CHEMBL4289823,
,CHEMBL4289932,
,CHEMBL4289987,
,CHEMBL4290199,
,CHEMBL4290231,
,CHEMBL4290275,
,CHEMBL4290460,
,CHEMBL4290875,
,CHEMBL4290898,
,CHEMBL4290915,
,CHEMBL4291345,
,CHEMBL4291352,
,CHEMBL4291534,
,CHEMBL4292127,
,CHEMBL4292158,
,CHEMBL4292261,
,CHEMBL4292265,
,CHEMBL4292359,
,CHEMBL4292548,
,CHEMBL4292552,
,CHEMBL4292753,
,CHEMBL4292993,
,CHEMBL4293066,
,CHEMBL4293310,
,CHEMBL4294037,
,CHEMBL4294112,
,CHEMBL4294268,
,CHEMBL4294281,
,CHEMBL4294308,
,CHEMBL4294562,
,CHEMBL4294864,
,CHEMBL4294931,
4.0,CHEMBL76,CHLOROQUINE
4.0,CHEMBL596,FENTANYL
4.0,CHEMBL1535,HYDROXYCHLOROQUINE
,CHEMBL595547,5'-CARBOXY ADENOSINE
,CHEMBL1779999,
,CHEMBL1780000,
,CHEMBL2170801,
,CHEMBL3321789,
,CHEMBL3321790,
,CHEMBL3321791,
,CHEMBL3321792,
,CHEMBL3417009,
,CHEMBL4088272,
,CHEMBL4279302,
,CHEMBL4435237,
,CHEMBL4436170,
,CHEMBL4436786,
,CHEMBL4436917,
,CHEMBL4438550,
,CHEMBL4439013,
,CHEMBL4439285,
,CHEMBL4439718,
,CHEMBL4439908,
,CHEMBL4440055,
,CHEMBL4444843,
,CHEMBL4445578,
,CHEMBL4446209,
,CHEMBL4446292,
,CHEMBL4446729,
,CHEMBL4447975,
,CHEMBL4448670,
,CHEMBL4448710,
,CHEMBL4450665,
,CHEMBL4451838,
,CHEMBL4452042,
,CHEMBL4456195,
,CHEMBL4457602,
,CHEMBL4457754,
,CHEMBL4458099,
,CHEMBL4458456,
,CHEMBL4459009,
,CHEMBL4459117,
,CHEMBL4460762,
,CHEMBL4461774,
,CHEMBL4461864,
,CHEMBL4463621,
,CHEMBL4463901,
,CHEMBL4464697,
,CHEMBL4467749,
,CHEMBL4470425,
,CHEMBL4471711,
,CHEMBL4472703,
,CHEMBL4473697,
,CHEMBL4473746,
,CHEMBL4476396,
,CHEMBL4483643,
,CHEMBL4513930,
,CHEMBL4513933,
,CHEMBL4515812,
,CHEMBL4516327,
,CHEMBL4522004,
,CHEMBL4525653,
,CHEMBL4526050,
,CHEMBL4526087,
,CHEMBL4528651,
,CHEMBL4528962,
,CHEMBL4530979,
,CHEMBL4534193,
,CHEMBL4535897,
,CHEMBL4536259,
,CHEMBL4537101,
,CHEMBL4538620,
,CHEMBL4540888,
,CHEMBL4540995,
,CHEMBL4541086,
,CHEMBL4541206,
,CHEMBL4543137,
,CHEMBL4544352,
,CHEMBL4550656,
,CHEMBL4554295,
,CHEMBL4554850,
,CHEMBL4556297,
,CHEMBL4560624,
,CHEMBL4562252,
,CHEMBL4564308,
,CHEMBL4571738,
,CHEMBL4572167,
,CHEMBL4573960,
,CHEMBL4576031,
,CHEMBL4576927,
,CHEMBL4578955,
,CHEMBL4581305,
,CHEMBL4583909,
,CHEMBL4584335,
,CHEMBL4585990,
,CHEMBL4589450,
,CHEMBL4591008,
,CHEMBL4591108,
