molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,value
CHEMBL342809,,CHEMBL342809,9.49,0.32
CHEMBL146294,,CHEMBL146294,7.93,11.8
CHEMBL343654,,CHEMBL343654,8.66,2.2
CHEMBL147779,,CHEMBL147779,8.41,3.9
CHEMBL147485,,CHEMBL147485,7.55,28.0
CHEMBL144490,,CHEMBL144490,8.89,1.3
CHEMBL154502,,CHEMBL154502,7.69,20.5
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.51,3.1
CHEMBL139774,,CHEMBL139774,7.83,14.8
CHEMBL112457,,CHEMBL1180057,7.24,58.0
CHEMBL140618,,CHEMBL140618,9.02,0.96
CHEMBL143660,,CHEMBL143660,7.93,11.7
CHEMBL116233,,CHEMBL1180187,7.82,15.0
CHEMBL348046,,CHEMBL348046,7.78,16.53
CHEMBL143103,,CHEMBL143103,9.17,0.67
CHEMBL143585,,CHEMBL143585,8.24,5.74
CHEMBL112413,,CHEMBL1180053,8.59,2.6
CHEMBL111964,,CHEMBL1180033,8.40,4.0
CHEMBL115934,,CHEMBL1180175,8.60,2.5
CHEMBL153193,,CHEMBL153193,8.54,2.89
CHEMBL152072,,CHEMBL152072,7.89,12.83
CHEMBL143103,,CHEMBL143103,9.17,0.67
CHEMBL356486,,CHEMBL356486,7.44,36.5
CHEMBL141070,,CHEMBL141070,7.08,82.9
CHEMBL111909,,CHEMBL580142,7.80,16.0
CHEMBL143486,,CHEMBL143486,7.71,19.6
CHEMBL113282,,CHEMBL1180091,7.66,22.0
CHEMBL346340,,CHEMBL346340,7.78,16.76
CHEMBL154039,,CHEMBL154039,8.84,1.45
CHEMBL139900,,CHEMBL139900,8.47,3.36
CHEMBL157335,,CHEMBL157335,9.01,0.97
CHEMBL157390,,CHEMBL157390,8.68,2.08
CHEMBL152140,,CHEMBL152140,7.57,27.22
CHEMBL112170,,CHEMBL1180044,8.22,6.0
CHEMBL350230,,CHEMBL350230,7.33,46.98
CHEMBL341874,,CHEMBL341874,7.57,26.7
CHEMBL305187,IFENPRODIL,CHEMBL305187,8.41,3.9
CHEMBL325063,,CHEMBL1183940,8.30,5.0
CHEMBL560,,CHEMBL560,7.08,83.1
CHEMBL560,,CHEMBL560,7.44,36.5
CHEMBL112957,,CHEMBL1180083,8.30,5.0
CHEMBL320801,,CHEMBL1183846,8.15,7.0
CHEMBL346456,,CHEMBL346456,8.62,2.37
CHEMBL336235,,CHEMBL336235,7.50,31.7
CHEMBL113449,,CHEMBL1180095,8.10,8.0
CHEMBL344813,,CHEMBL344813,7.78,16.6
CHEMBL152652,,CHEMBL152652,8.51,3.11
CHEMBL143050,,CHEMBL143050,7.74,18.4
CHEMBL423548,,CHEMBL423548,7.76,17.3
CHEMBL154452,,CHEMBL154452,8.66,2.19
CHEMBL153341,,CHEMBL153341,8.81,1.53
CHEMBL346665,,CHEMBL346665,7.92,12.0
CHEMBL544533,,CHEMBL1193170,8.40,4.0
CHEMBL542400,,CHEMBL1191322,9.00,1.0
CHEMBL552910,,CHEMBL1194591,7.89,13.0
CHEMBL538755,,CHEMBL1189437,8.30,5.0
CHEMBL542647,,CHEMBL1191537,7.16,70.0
CHEMBL545697,,CHEMBL1194172,7.52,30.0
CHEMBL543344,,CHEMBL1192158,8.40,4.0
CHEMBL539526,,CHEMBL1189807,8.00,10.0
CHEMBL542399,,CHEMBL1191321,7.47,34.0
CHEMBL539007,,CHEMBL1189563,8.40,4.0
CHEMBL543823,,CHEMBL1192567,8.15,7.0
CHEMBL543822,,CHEMBL1192566,8.22,6.0
CHEMBL308284,,CHEMBL308284,8.77,1.7
CHEMBL75036,,CHEMBL75036,7.11,78.0
CHEMBL308529,,CHEMBL308529,8.89,1.3
CHEMBL122334,HYDANTOIN,CHEMBL122334,7.21,62.0
CHEMBL75300,,CHEMBL75300,7.10,80.0
CHEMBL74729,,CHEMBL74729,8.27,5.4
CHEMBL308373,,CHEMBL308373,7.21,62.0
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.51,3.1
CHEMBL75037,,CHEMBL75037,7.79,16.3
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.55,28.0
CHEMBL73529,,CHEMBL73529,7.19,64.0
CHEMBL73824,,CHEMBL73824,8.04,9.2
CHEMBL54,HALOPERIDOL,CHEMBL54,8.43,3.7
CHEMBL310240,,CHEMBL310240,9.26,0.55
CHEMBL309062,,CHEMBL309062,9.01,0.98
CHEMBL78100,,CHEMBL78100,8.41,3.9
CHEMBL74753,,CHEMBL74753,7.10,80.0
CHEMBL70807,,CHEMBL70807,8.92,1.2
CHEMBL311621,,CHEMBL311621,8.80,1.6
CHEMBL306586,,CHEMBL306586,8.85,1.4
CHEMBL20377,,CHEMBL20377,8.68,2.1
CHEMBL121919,"5,6,7,8-TETRAHYDROISOQUINOLINE",CHEMBL121919,7.25,56.0
CHEMBL74031,,CHEMBL74031,8.77,1.7
CHEMBL20517,,CHEMBL20517,8.89,1.3
CHEMBL277462,,CHEMBL277462,9.12,0.76
CHEMBL20377,,CHEMBL20377,9.47,0.34
CHEMBL20768,,CHEMBL20768,8.47,3.4
CHEMBL19315,,CHEMBL19315,9.49,0.32
CHEMBL19355,,CHEMBL19355,9.77,0.17
CHEMBL20976,,CHEMBL20976,8.13,7.4
CHEMBL278525,,CHEMBL278525,8.17,6.8
CHEMBL19544,,CHEMBL19544,9.60,0.25
CHEMBL21023,,CHEMBL21023,7.93,11.7
CHEMBL281619,,CHEMBL281619,8.01,9.7
CHEMBL283775,,CHEMBL283775,7.95,11.3
CHEMBL20188,,CHEMBL20188,9.32,0.48
CHEMBL434393,,CHEMBL434393,8.57,2.7
CHEMBL20807,,CHEMBL20807,7.59,25.7
CHEMBL20153,,CHEMBL20153,9.32,0.48
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.39,41.0
CHEMBL19541,,CHEMBL19541,7.51,31.0
CHEMBL19985,,CHEMBL19985,7.52,30.0
CHEMBL20337,,CHEMBL20337,7.97,10.8
CHEMBL280111,,CHEMBL280111,8.59,2.6
CHEMBL280160,,CHEMBL280160,9.05,0.9
CHEMBL277466,,CHEMBL277466,8.07,8.6
CHEMBL19850,,CHEMBL19850,8.64,2.3
CHEMBL20626,,CHEMBL20626,7.41,39.0
CHEMBL19803,,CHEMBL19803,7.75,17.7
CHEMBL20302,,CHEMBL20302,7.79,16.4
CHEMBL19797,,CHEMBL19797,8.82,1.5
CHEMBL19628,,CHEMBL19628,8.02,9.6
CHEMBL20355,,CHEMBL20355,7.32,48.2
CHEMBL19841,,CHEMBL19841,8.06,8.8
CHEMBL20537,,CHEMBL20537,7.71,19.4
CHEMBL19314,,CHEMBL19314,9.72,0.19
CHEMBL19878,,CHEMBL19878,8.24,5.7
CHEMBL19802,,CHEMBL19802,7.92,12.0
CHEMBL20036,,CHEMBL20036,9.59,0.26
CHEMBL20700,,CHEMBL20700,9.30,0.5
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.77,1.7
CHEMBL19638,,CHEMBL19638,9.55,0.28
CHEMBL19637,,CHEMBL19637,9.42,0.38
CHEMBL416730,,CHEMBL416730,9.09,0.81
CHEMBL19082,,CHEMBL19082,8.03,9.3
CHEMBL20804,,CHEMBL20804,7.36,43.7
CHEMBL20348,,CHEMBL20348,9.54,0.29
CHEMBL278585,,CHEMBL278585,7.87,13.6
CHEMBL19934,,CHEMBL19934,7.08,83.0
CHEMBL436542,,CHEMBL436542,8.24,5.8
CHEMBL20166,,CHEMBL20166,7.94,11.4
CHEMBL317029,,CHEMBL317029,9.15,-9.15
CHEMBL49,BUSPIRONE,CHEMBL49,7.44,-7.44
CHEMBL134109,,CHEMBL134109,8.35,-8.35
CHEMBL26320,,CHEMBL26320,7.77,17.0
CHEMBL51,KETANSERIN,CHEMBL51,9.00,-9.0
CHEMBL105645,,CHEMBL105645,8.21,-8.21
CHEMBL104622,,CHEMBL104622,7.07,-7.07
CHEMBL140054,,CHEMBL140054,8.07,8.6
CHEMBL143407,,CHEMBL143407,8.07,8.5
CHEMBL415284,NALORPHINE,CHEMBL415284,7.03,93.0
CHEMBL415284,NALORPHINE,CHEMBL415284,7.32,48.0
CHEMBL348432,,CHEMBL348432,8.07,8.5
CHEMBL104945,,CHEMBL104945,9.28,-9.28
CHEMBL42055,E-FLUPENTIXOL,CHEMBL42055,7.83,-7.83
CHEMBL346409,,CHEMBL346409,9.30,0.5
CHEMBL142518,,CHEMBL142518,7.19,65.0
CHEMBL105645,,CHEMBL105645,7.77,-7.77
CHEMBL134215,,CHEMBL134215,7.89,-7.89
CHEMBL133847,,CHEMBL133847,7.23,-7.23
CHEMBL142041,,CHEMBL142041,7.47,34.0
CHEMBL104945,,CHEMBL104945,8.76,-8.76
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.75,18.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.55,28.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.28,53.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.82,15.0
CHEMBL104622,,CHEMBL104622,7.76,-7.76
CHEMBL54661,Z-FLUPENTIXOL,CHEMBL54661,8.65,-8.65
CHEMBL1255588,,CHEMBL1255588,7.28,-7.28
CHEMBL104444,,CHEMBL104444,7.10,-7.1
CHEMBL104945,,CHEMBL104945,8.35,-8.35
CHEMBL141876,,CHEMBL141876,7.11,78.0
CHEMBL320190,,CHEMBL320190,8.26,-8.26
CHEMBL357008,,CHEMBL357008,7.08,83.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.10,8.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.30,5.0
CHEMBL54,HALOPERIDOL,CHEMBL54,7.77,17.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.40,4.0
CHEMBL358758,,CHEMBL358758,7.17,67.0
CHEMBL323287,,CHEMBL323287,8.65,-8.65
CHEMBL281594,VANOXERINE,CHEMBL281594,9.00,-9.0
CHEMBL317029,,CHEMBL317029,9.54,-9.54
CHEMBL87321,,CHEMBL87321,7.98,-7.98
CHEMBL60859,BMY-14802,CHEMBL60859,7.15,71.0
CHEMBL142953,,CHEMBL142953,7.58,26.0
CHEMBL556831,,CHEMBL1196414,7.92,12.0
CHEMBL542395,,CHEMBL1191317,8.52,3.0
CHEMBL543343,,CHEMBL1192157,7.46,35.0
CHEMBL542877,,CHEMBL1191738,7.50,32.0
CHEMBL152426,,CHEMBL152426,8.60,2.5
CHEMBL545693,,CHEMBL1194168,7.62,24.0
CHEMBL55873,,CHEMBL55873,8.15,7.0
CHEMBL540285,,CHEMBL1190152,7.36,44.0
CHEMBL356909,,CHEMBL356909,8.44,3.6
CHEMBL276500,,CHEMBL276500,7.12,76.0
CHEMBL553784,,CHEMBL1195060,8.22,6.0
CHEMBL293059,,CHEMBL293059,8.10,8.0
CHEMBL543587,,CHEMBL1192363,7.80,16.0
CHEMBL553372,,CHEMBL1194838,7.80,16.0
CHEMBL543344,,CHEMBL1192158,8.40,4.0
CHEMBL349793,,CHEMBL349793,7.58,26.6
CHEMBL152478,,CHEMBL152478,8.27,5.4
CHEMBL542398,,CHEMBL1191320,8.70,2.0
CHEMBL346153,,CHEMBL346153,8.54,2.9
CHEMBL142596,,CHEMBL142596,8.66,2.2
CHEMBL556035,,CHEMBL1196171,7.52,30.0
CHEMBL554415,,CHEMBL1195367,8.40,4.0
CHEMBL442356,,CHEMBL442356,8.49,3.2
CHEMBL299499,,CHEMBL299499,8.55,2.8
CHEMBL545695,,CHEMBL1194170,8.40,4.0
CHEMBL301623,,CHEMBL301623,7.77,17.0
CHEMBL154397,,CHEMBL154397,8.70,2.0
CHEMBL20377,,CHEMBL20377,8.68,2.1
CHEMBL81602,,CHEMBL81602,8.51,3.1
CHEMBL552687,,CHEMBL1194466,8.40,4.0
CHEMBL543591,,CHEMBL1192367,7.58,26.0
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.51,3.1
CHEMBL55970,,CHEMBL55970,8.21,6.2
CHEMBL540799,,CHEMBL1190393,7.77,17.0
CHEMBL151136,,CHEMBL151136,8.37,4.3
CHEMBL292668,,CHEMBL292668,8.00,10.0
CHEMBL553500,,CHEMBL1194885,9.00,1.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.43,3.7
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.55,28.0
CHEMBL559021,,CHEMBL1197025,7.05,90.0
CHEMBL540538,,CHEMBL1190268,8.05,9.0
CHEMBL292450,,CHEMBL292450,8.05,9.0
CHEMBL54407,,CHEMBL54407,8.15,7.0
CHEMBL413257,,CHEMBL413257,7.89,13.0
CHEMBL544996,,CHEMBL1193567,9.00,1.0
CHEMBL358109,,CHEMBL358109,8.62,2.4
CHEMBL54,HALOPERIDOL,CHEMBL54,8.30,5.0
CHEMBL545222,,CHEMBL1193760,9.00,1.0
CHEMBL152618,,CHEMBL152618,8.05,8.9
CHEMBL153758,,CHEMBL153758,8.22,6.0
CHEMBL152057,,CHEMBL152057,8.60,2.5
CHEMBL55769,,CHEMBL55769,8.10,8.0
CHEMBL77906,,CHEMBL77906,9.44,0.36
CHEMBL320828,,CHEMBL320828,8.62,2.4
CHEMBL73818,,CHEMBL73818,8.37,4.3
CHEMBL119047,,CHEMBL119047,7.06,88.0
CHEMBL75444,,CHEMBL75444,8.04,9.04
CHEMBL77220,,CHEMBL77220,8.81,1.54
CHEMBL285203,,CHEMBL285203,7.27,54.0
CHEMBL424606,,CHEMBL424606,8.88,1.33
CHEMBL117898,,CHEMBL117898,7.55,28.0
CHEMBL419822,,CHEMBL419822,8.61,2.45
CHEMBL333840,,CHEMBL333840,7.09,81.0
CHEMBL119811,,CHEMBL119811,7.26,55.0
CHEMBL115582,,CHEMBL115582,7.18,66.0
CHEMBL53325,,CHEMBL53325,7.87,13.6
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.52,3.05
CHEMBL117898,,CHEMBL117898,7.34,46.0
CHEMBL316988,,CHEMBL316988,8.22,6.0
CHEMBL321329,,CHEMBL321329,7.95,11.2
CHEMBL430466,,CHEMBL430466,7.19,64.9
CHEMBL75878,,CHEMBL75878,9.51,0.31
CHEMBL73854,,CHEMBL73854,8.26,5.54
CHEMBL75372,,CHEMBL75372,8.62,2.4
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.56,27.4
CHEMBL54,HALOPERIDOL,CHEMBL54,9.36,0.44
CHEMBL75286,,CHEMBL75286,8.80,1.57
CHEMBL104834,,CHEMBL104834,9.31,0.49
CHEMBL2303661,,CHEMBL2303661,8.70,2.0
CHEMBL117898,,CHEMBL117898,7.55,28.0
CHEMBL306365,,CHEMBL306365,8.82,1.52
CHEMBL74811,,CHEMBL74811,8.51,3.07
CHEMBL306318,,CHEMBL306318,8.60,2.53
CHEMBL76758,,CHEMBL76758,10.44,0.036
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.55,28.2
CHEMBL74803,,CHEMBL74803,8.92,1.2
CHEMBL77817,,CHEMBL77817,8.54,2.87
CHEMBL73633,,CHEMBL73633,8.78,1.67
CHEMBL75608,,CHEMBL75608,9.21,0.61
CHEMBL75555,,CHEMBL75555,8.66,2.17
CHEMBL77812,,CHEMBL77812,8.87,1.35
CHEMBL116711,,CHEMBL116711,7.27,54.0
CHEMBL116711,,CHEMBL116711,7.12,76.0
CHEMBL103065,,CHEMBL103065,8.51,3.1
CHEMBL325168,,CHEMBL325168,7.36,44.0
CHEMBL101909,,CHEMBL101909,8.91,1.24
CHEMBL35711,,CHEMBL35711,7.42,38.0
CHEMBL116207,,CHEMBL116207,7.07,85.0
CHEMBL74499,,CHEMBL74499,8.52,3.0
CHEMBL307839,,CHEMBL307839,8.54,2.87
CHEMBL309064,,CHEMBL309064,9.40,0.4
CHEMBL74723,,CHEMBL74723,8.27,5.4
CHEMBL103849,,CHEMBL103849,7.42,38.0
CHEMBL117567,,CHEMBL117567,7.07,86.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.74,1.8
CHEMBL102695,,CHEMBL102695,8.46,3.5
CHEMBL177829,,CHEMBL177829,9.15,0.7
CHEMBL177829,,CHEMBL177829,8.35,4.5
CHEMBL38130,,CHEMBL38130,7.60,25.0
CHEMBL74858,,CHEMBL74858,8.80,1.57
CHEMBL74080,,CHEMBL74080,8.84,1.45
CHEMBL75480,,CHEMBL75480,8.67,2.16
CHEMBL308816,,CHEMBL308816,8.97,1.08
CHEMBL106437,,CHEMBL106437,8.89,1.3
CHEMBL38152,,CHEMBL38152,7.43,37.0
CHEMBL306133,,CHEMBL306133,9.66,0.22
CHEMBL119867,,CHEMBL119867,7.68,21.0
CHEMBL119867,,CHEMBL119867,7.01,98.0
CHEMBL73964,,CHEMBL73964,9.16,0.69
CHEMBL316797,,CHEMBL316797,7.25,55.7
CHEMBL178650,,CHEMBL178650,7.94,11.6
CHEMBL178650,,CHEMBL178650,8.32,4.8
CHEMBL178700,,CHEMBL178700,7.79,16.2
CHEMBL178700,,CHEMBL178700,7.55,28.4
CHEMBL179397,,CHEMBL179397,8.85,1.4
CHEMBL179397,,CHEMBL179397,8.10,7.9
CHEMBL434905,,CHEMBL434905,7.62,24.0
CHEMBL434905,,CHEMBL434905,8.47,3.38
CHEMBL178519,,CHEMBL178519,7.62,24.0
CHEMBL178519,,CHEMBL178519,8.47,3.38
CHEMBL179697,,CHEMBL179697,7.44,36.4
CHEMBL179697,,CHEMBL179697,7.05,89.3
CHEMBL180119,,CHEMBL180119,7.08,83.4
CHEMBL180119,,CHEMBL180119,8.00,9.9
CHEMBL179530,,CHEMBL179530,7.92,11.9
CHEMBL179530,,CHEMBL179530,7.51,30.6
CHEMBL178680,,CHEMBL178680,8.03,9.4
CHEMBL178680,,CHEMBL178680,7.96,11.0
CHEMBL179371,,CHEMBL179371,7.44,36.3
CHEMBL179371,,CHEMBL179371,7.12,75.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.16,69.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.68,21.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.66,2.2
CHEMBL54,HALOPERIDOL,CHEMBL54,7.80,16.0
CHEMBL369091,,CHEMBL369091,9.10,0.8
CHEMBL369091,,CHEMBL369091,8.77,1.7
CHEMBL362699,,CHEMBL362699,9.52,0.3
CHEMBL362699,,CHEMBL362699,8.83,1.48
CHEMBL360351,,CHEMBL360351,9.52,0.3
CHEMBL360351,,CHEMBL360351,8.80,1.59
CHEMBL179648,,CHEMBL179648,9.52,0.3
CHEMBL179648,,CHEMBL179648,8.52,3.02
CHEMBL359663,,CHEMBL359663,7.81,15.4
CHEMBL359663,,CHEMBL359663,7.59,25.6
CHEMBL180180,,CHEMBL180180,8.92,1.2
CHEMBL180180,,CHEMBL180180,8.32,4.75
CHEMBL178988,,CHEMBL178988,8.57,2.66
CHEMBL178988,,CHEMBL178988,8.27,5.35
CHEMBL425867,,CHEMBL425867,9.40,0.4
CHEMBL425867,,CHEMBL425867,8.85,1.4
CHEMBL178600,,CHEMBL178600,7.75,18.0
CHEMBL178600,,CHEMBL178600,7.48,32.8
CHEMBL179651,,CHEMBL179651,8.42,3.8
CHEMBL179651,,CHEMBL179651,7.85,14.1
CHEMBL276784,,CHEMBL276784,8.85,1.4
CHEMBL276784,,CHEMBL276784,9.31,0.49
CHEMBL179145,,CHEMBL179145,8.85,1.4
CHEMBL179145,,CHEMBL179145,7.91,12.2
CHEMBL180327,,CHEMBL180327,8.82,1.5
CHEMBL180327,,CHEMBL180327,8.60,2.52
CHEMBL179808,,CHEMBL179808,7.54,28.7
CHEMBL179808,,CHEMBL179808,7.33,47.3
CHEMBL179373,,CHEMBL179373,8.60,2.5
CHEMBL179373,,CHEMBL179373,8.22,5.98
CHEMBL369133,,CHEMBL369133,8.85,1.4
CHEMBL369133,,CHEMBL369133,8.33,4.63
CHEMBL7393,,CHEMBL7393,8.22,6.0
CHEMBL633,AMIODARONE,CHEMBL633,9.00,1.0
CHEMBL361085,,CHEMBL361085,9.30,0.5
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.82,15.0
CHEMBL187615,,CHEMBL187615,9.00,1.0
CHEMBL187829,LEVEMOPAMIL,CHEMBL187829,8.40,4.0
CHEMBL954,ENCLOMIPHENE,CHEMBL954,8.10,8.0
CHEMBL372700,FENPROPIMORPH,CHEMBL372700,11.00,0.01
CHEMBL54,HALOPERIDOL,CHEMBL54,9.70,0.2
CHEMBL113830,"(S,R)-IFENPRODIL",CHEMBL113830,8.70,2.0
CHEMBL62540,,CHEMBL62540,9.22,0.6
CHEMBL17470,,CHEMBL17470,9.30,0.5
CHEMBL370753,OPIPRAMOL,CHEMBL370753,9.70,0.2
CHEMBL305593,,CHEMBL305593,8.77,1.7
CHEMBL2368401,"(7S,8R)-6-ALLYLAMINO-7,8-DIMETHYL-8-PROPYL-5,6,7,8-TETRAHYDRO-NAPHTHALEN-2-OL",CHEMBL2368401,7.40,40.0
CHEMBL83,TAMOXIFEN,CHEMBL83,7.46,35.0
CHEMBL365842,,CHEMBL365842,10.40,0.04
CHEMBL422,TRIFLUOPERAZINE,CHEMBL422,7.82,15.0
CHEMBL187709,TRIPARANOL,CHEMBL187709,8.10,8.0
CHEMBL167779,ZUCLOMIPHENE,CHEMBL167779,8.30,5.0
CHEMBL190631,,CHEMBL190631,8.52,3.0
CHEMBL28211,NAFOXIDINE,CHEMBL28211,7.52,30.0
CHEMBL363884,RONIPAMIL,CHEMBL363884,9.00,1.0
CHEMBL188476,,CHEMBL188476,8.52,3.0
CHEMBL15023,TRIFLUPERIDOL,CHEMBL15023,9.08,0.83
CHEMBL365141,,CHEMBL365141,9.00,1.0
CHEMBL190422,,CHEMBL190422,8.30,5.0
CHEMBL61539,,CHEMBL61539,7.80,16.0
CHEMBL190883,,CHEMBL190883,9.00,1.0
CHEMBL187892,,CHEMBL187892,8.60,2.5
CHEMBL363765,,CHEMBL363765,8.89,1.3
CHEMBL81,RALOXIFENE,CHEMBL81,7.42,38.0
CHEMBL365722,,CHEMBL365722,8.22,6.0
CHEMBL365417,,CHEMBL365417,7.09,81.0
CHEMBL363703,,CHEMBL363703,7.13,74.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.68,2.1
CHEMBL371741,,CHEMBL371741,7.80,16.0
CHEMBL381653,,CHEMBL381653,7.67,21.5
CHEMBL194967,,CHEMBL194967,7.50,32.0
CHEMBL370739,,CHEMBL370739,7.62,23.8
CHEMBL196100,,CHEMBL196100,7.08,82.3
CHEMBL196988,,CHEMBL196988,8.02,9.6
CHEMBL371156,,CHEMBL371156,7.98,10.5
CHEMBL196587,,CHEMBL196587,8.35,4.5
CHEMBL196257,,CHEMBL196257,7.90,12.6
CHEMBL193662,,CHEMBL193662,7.87,13.6
CHEMBL194687,,CHEMBL194687,8.49,3.2
CHEMBL194738,,CHEMBL194738,8.54,2.9
CHEMBL365754,,CHEMBL365754,8.41,3.9
CHEMBL365786,,CHEMBL365786,8.68,2.1
CHEMBL366167,,CHEMBL366167,8.38,4.2
CHEMBL194797,,CHEMBL194797,8.00,9.9
CHEMBL194796,,CHEMBL194796,8.30,5.0
CHEMBL195994,,CHEMBL195994,7.93,11.7
CHEMBL194640,,CHEMBL194640,8.03,9.4
CHEMBL194694,,CHEMBL194694,7.53,29.5
CHEMBL193699,,CHEMBL193699,8.62,2.4
CHEMBL54,HALOPERIDOL,CHEMBL54,8.68,2.1
CHEMBL371741,,CHEMBL371741,7.80,16.0
CHEMBL381653,,CHEMBL381653,7.67,21.5
CHEMBL193805,,CHEMBL193805,9.05,0.9
CHEMBL439859,,CHEMBL439859,7.27,54.0
CHEMBL383147,,CHEMBL383147,7.11,77.0
CHEMBL195302,,CHEMBL195302,7.18,66.0
CHEMBL195304,,CHEMBL195304,8.18,6.6
CHEMBL209821,NALUZOTAN,CHEMBL209821,7.00,100.0
CHEMBL492736,,CHEMBL492736,7.28,53.0
CHEMBL163876,,CHEMBL163876,9.33,0.47
CHEMBL502377,,CHEMBL502377,7.92,12.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.11,8.11
CHEMBL38634,,CHEMBL38634,9.21,9.21
CHEMBL39900,SPIPETHIANE,CHEMBL39900,9.23,9.23
CHEMBL570789,,CHEMBL570789,9.36,9.36
CHEMBL571659,,CHEMBL571659,9.68,9.68
CHEMBL570067,,CHEMBL570067,9.96,9.96
CHEMBL572294,,CHEMBL572294,10.01,10.01
CHEMBL571418,,CHEMBL571418,10.05,10.05
CHEMBL570529,,CHEMBL570529,10.18,10.18
CHEMBL570795,,CHEMBL570795,10.24,10.24
CHEMBL578825,,CHEMBL578825,10.28,10.28
CHEMBL602850,,CHEMBL602850,7.92,12.0
CHEMBL372700,FENPROPIMORPH,CHEMBL372700,10.10,0.08
CHEMBL61479,SIRAMESINE,CHEMBL61479,7.77,17.0
CHEMBL253376,BROMHEXINE,CHEMBL253376,7.21,0.061
CHEMBL253376,BROMHEXINE,CHEMBL253376,7.60,0.025
CHEMBL1201203,BENZTROPINE,CHEMBL1201203,7.23,0.059
CHEMBL633,AMIODARONE,CHEMBL633,7.01,0.097
CHEMBL633,AMIODARONE,CHEMBL633,7.39,0.041
CHEMBL54,HALOPERIDOL,CHEMBL54,7.89,0.013
CHEMBL54,HALOPERIDOL,CHEMBL54,8.25,0.005665
CHEMBL1902981,EPERISONE,CHEMBL1902981,8.39,0.004055
CHEMBL1902981,EPERISONE,CHEMBL1902981,8.77,0.001704
CHEMBL30008,FLUNARIZINE,CHEMBL30008,7.60,0.025
CHEMBL30008,FLUNARIZINE,CHEMBL30008,8.00,0.01
CHEMBL726,FLUPHENAZINE,CHEMBL726,7.70,0.02
CHEMBL726,FLUPHENAZINE,CHEMBL726,8.07,0.008575
CHEMBL1626,CLEMASTINE,CHEMBL1626,7.47,0.034
CHEMBL1626,CLEMASTINE,CHEMBL1626,7.85,0.014
CHEMBL1123,DICYCLOMINE,CHEMBL1123,8.31,0.00489
CHEMBL1123,DICYCLOMINE,CHEMBL1123,8.69,0.002055
CHEMBL954,ENCLOMIPHENE,CHEMBL954,7.54,0.029
CHEMBL954,ENCLOMIPHENE,CHEMBL954,7.92,0.012
CHEMBL43064,CINNARIZINE,CHEMBL43064,7.40,0.04
CHEMBL43064,CINNARIZINE,CHEMBL43064,7.77,0.017
CHEMBL1198,PRAMOXINE,CHEMBL1198,7.29,0.051
CHEMBL1196,PROPARACAINE,CHEMBL1196,7.00,0.1
CHEMBL1909072,PIPAMAZINE,CHEMBL1909072,7.32,0.048
CHEMBL1231,OXYBUTYNIN,CHEMBL1231,7.62,0.0242
CHEMBL1231,OXYBUTYNIN,CHEMBL1231,7.99,0.0102
CHEMBL728,PROCHLORPERAZINE,CHEMBL728,7.27,0.054
CHEMBL728,PROCHLORPERAZINE,CHEMBL728,7.64,0.023
CHEMBL395110,MEPAZINE,CHEMBL395110,7.12,0.076
CHEMBL1490,TRIHEXYPHENIDYL,CHEMBL1490,7.35,0.045
CHEMBL83,TAMOXIFEN,CHEMBL83,7.68,0.021
CHEMBL83,TAMOXIFEN,CHEMBL83,8.06,0.008714
CHEMBL809,SERTRALINE,CHEMBL809,7.16,0.0697
CHEMBL809,SERTRALINE,CHEMBL809,7.53,0.0293
CHEMBL404849,SULOCTIDIL,CHEMBL404849,7.31,0.0493
CHEMBL1076211,TOLPERISONE,CHEMBL1076211,7.89,0.013
CHEMBL1076211,TOLPERISONE,CHEMBL1076211,8.25,0.005587
CHEMBL417001,,CHEMBL417001,8.37,4.3
CHEMBL1645202,,CHEMBL1645202,9.23,0.59
